300	2	3	100	100	100
213	206
208	202
203	195
214	206
179	178
206	200
184	184
206	202
208	200
200	196
206	199
184	186
217	209
218	206
207	205
213	204
203	196
215	208
215	207
209	204
212	204
206	200
209	204
208	199
203	197
202	198
216	209
212	204
217	209
213	206
207	201
216	207
184	182
195	193
209	202
202	195
208	200
207	201
216	212
173	173
214	206
202	194
206	200
199	194
215	208
186	178
216	211
217	210
208	201
215	207
214	206
214	205
213	205
216	209
213	205
211	201
188	184
210	203
210	205
210	203
212	204
190	186
215	203
207	203
207	200
218	210
205	200
194	193
211	204
200	192
219	209
215	209
218	210
198	192
193	186
202	195
210	204
215	209
210	202
178	174
207	200
205	200
210	203
187	176
212	204
218	210
211	205
198	194
215	207
217	208
197	193
221	211
201	195
217	211
215	209
204	197
207	203
194	187
173	173
213	206
94	117
147	154
204	198
114	119
152	150
128	137
90	94
85	99
116	152
99	112
148	141
148	151
160	162
142	142
165	167
136	137
107	128
145	146
111	123
122	123
163	172
155	158
115	116
181	177
205	203
161	166
137	134
149	153
167	172
134	139
199	193
153	155
126	132
139	148
188	181
153	157
164	162
103	105
125	120
112	121
143	147
174	177
157	153
162	177
111	138
156	155
166	184
251	237
152	155
201	195
120	142
83	95
171	170
129	139
188	191
125	131
141	145
195	215
169	164
130	135
137	140
135	136
152	152
157	154
129	134
178	180
120	126
111	126
162	164
103	116
127	127
114	120
199	193
129	131
157	158
212	205
121	130
112	113
165	165
137	170
175	173
130	131
151	159
212	204
129	131
214	213
208	198
143	151
140	149
195	192
137	141
164	150
170	167
174	171
109	120
95	112
131	138
163	160
166	166
117	142
252	239
250	235
253	240
254	240
252	238
251	239
251	238
251	238
251	238
251	238
251	238
253	240
253	239
251	238
251	238
251	238
253	240
252	240
253	240
251	238
250	236
252	239
252	234
253	239
253	239
252	238
251	238
253	239
252	238
253	239
252	239
251	238
253	239
251	238
252	239
251	237
253	240
253	240
249	236
253	241
253	239
251	238
252	239
252	238
253	238
251	238
251	236
252	239
252	234
254	239
253	240
251	238
249	237
251	238
249	236
251	238
252	238
253	240
250	238
252	238
252	239
253	241
252	239
252	239
251	239
252	239
253	240
251	238
252	238
251	239
252	239
251	238
253	239
253	240
251	238
251	238
251	239
252	238
252	238
252	239
251	238
253	240
251	238
251	226
253	240
253	239
252	238
252	239
253	236
251	238
252	246
251	238
253	241
252	239
251	238
252	239
252	238
253	239
251	238
252	239
